5.000000000000000000e-01 2.296913850677892697e+04 6.123630821313223195e-12 1.010000000000000000e+02 0.000000000000000000e+00
1.000000000000000000e+00 5.261985016762814485e+05 1.877140660839749091e-10 1.190000000000000000e+02 0.000000000000000000e+00
2.000000000000000000e+00 1.252754006054488011e+06 3.238106482466345187e+04 1.506999999999999886e+02 6.229767250869008066e+00
3.000000000000000000e+00 1.571190999654332409e+06 5.790943936515539826e+04 1.780999999999999943e+02 1.104038042822800669e+01
4.000000000000000000e+00 1.913540101553916931e+06 8.547876101979003579e+04 1.908000000000000114e+02 1.207311061822925602e+01
5.000000000000000000e+00 1.997599102431713371e+06 9.957134735074292985e+04 2.109000000000000057e+02 7.449161026585477074e+00
6.000000000000000000e+00 2.039143001664918615e+06 6.788830215336484252e+04 2.095999999999999943e+02 7.282856582413249846e+00
7.000000000000000000e+00 2.180935217145061120e+06 5.873430095990208065e+04 2.053000000000000114e+02 6.277738446287802532e+00
8.000000000000000000e+00 2.207411426787009928e+06 5.713559237767786544e+04 2.226999999999999886e+02 4.691481642295960874e+00
9.000000000000000000e+00 2.173991934670812450e+06 1.307029579019955854e+05 2.203000000000000114e+02 8.474078120952153625e+00
1.000000000000000000e+01 2.168466156702151522e+06 7.121606616346165538e+04 2.120999999999999943e+02 2.736786436680801238e+00
